item_code,item_name_clean,item_desc_original,uom,unit_size_ml,pack_qty,pack_type,units_per_box,item_group_clean,item_group_original,alt_item_groups,duplicate_rows_in_source,division
MVMPCBULK0000228,VOOKI SHINE LOCK BRASS & COPPER CLEANER,VOOKI SHINE LOCK BRASS & COPPER CLEANER,L,,1,BULK,,Brass Cleaner,BRASS CLEANER - NPD,,1,NPD
MVMPCHDBR0200208,VOOKI SHINE LOCK BRASS & COPPER CLEANER 200 LITERS,VOOKI SHINE LOCK BRASS & COPPER CLEANER 200 LITERS,EA,200000.0,1,SINGLE_UNIT,,Brass Cleaner,BRASS CLEANER - NPD,,1,NPD
MVMPCCP25D250001,VOOKI SHINE LOCK BRASS & COPPER CLEANER 25 X 250ML,VOOKI SHINE LOCK BRASS & COPPER CLEANER 25 X 250ML,BOX,250.0,25,CASE,25.0,Brass Cleaner,BRASS CLEANER - NPD,,1,NPD
MVCOSDW2X4000001,CUT OUT STANDEE - DISHWASH 2FT X 4FT,CUT OUT STANDEE - DISHWASH 2FT x 4FT,EA,,1,SINGLE_UNIT,,Cut Out Standee,CUT OUT STANDEE,,1,NPD
MVMPCBTHD0005161,VOOKI SILVERLINES DISH WASH LIQUID 5LITERS,VOOKI SILVERLINES DISH WASH LIQUID 5LITERS,EA,5000.0,1,SINGLE_UNIT,,Dish Wash,DISH WASH - NPD,Silverlines Dish Wash Liquid,2,NPD
MVMPCBULKD250066,VOOKI NATURE POWERED DISH WASH,VOOKI NATURE POWERED DISH WASH,L,,1,BULK,,Dishwash,VOOKI DISHWASH - NPD,,1,NPD
MVMPCSPPL1D45002,VOOKI NATURE POWERED DISH WASH 1.45L - REFILL POUCH,VOOKI NATURE POWERED DISH WASH 1.45L - Refill Pouch,EA,1450.0,1,SINGLE_UNIT,8.0,Dishwash,VOOKI DISHWASH - NPD,,1,NPD
MVMPCCB20D500015,VOOKI NATURE POWERED DISH WASH 20 X 500ML,VOOKI NATURE POWERED DISH WASH 20 X 500ML,BOX,500.0,20,CASE,20.0,Dishwash,VOOKI DISHWASH - NPD,,1,NPD
MVMPCHDBR0200202,VOOKI NATURE POWERED DISH WASH 200 LITERS,VOOKI NATURE POWERED DISH WASH 200 LITERS,EA,200000.0,1,SINGLE_UNIT,,Dishwash,VOOKI DISHWASH - NPD,,1,NPD
MVMPCBTHDD250085,VOOKI NATURE POWERED DISH WASH 250ML,VOOKI NATURE POWERED DISH WASH 250ML,EA,250.0,1,SINGLE_UNIT,20.0,Dishwash,VOOKI DISHWASH - NPD,,1,NPD
MVMPCBTHDD500187,VOOKI NATURE POWERED DISH WASH 500ML,VOOKI NATURE POWERED DISH WASH 500ML,EA,500.0,1,SINGLE_UNIT,20.0,Dishwash,VOOKI DISHWASH - NPD,,1,NPD
MVMPCBULKD250132,VOOKI DISINFECTANT CLEANER,VOOKI DISINFECTANT CLEANER,EA,,1,SINGLE_UNIT,,Disinfectant,DISINFECTANT-NPD,,1,NPD
SVMPCDFCBTHD0126,VOOKI DISINFECTANT CLEANER - SAMPLE,VOOKI DISINFECTANT CLEANER - SAMPLE,EA,,1,SINGLE_UNIT,,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCCB20D500007,VOOKI DISINFECTANT CLEANER 20 X 500ML,VOOKI DISINFECTANT CLEANER 20 X 500ML,BOX,500.0,20,CASE,20.0,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCBTHD0200136,VOOKI DISINFECTANT CLEANER 200LITERS,VOOKI DISINFECTANT CLEANER 200LITERS,EA,200000.0,1,SINGLE_UNIT,,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCBTHD0025134,VOOKI DISINFECTANT CLEANER 25LITERS,VOOKI DISINFECTANT CLEANER 25LITERS,EA,25000.0,1,SINGLE_UNIT,,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCBTHDD500139,VOOKI DISINFECTANT CLEANER 500 ML,VOOKI DISINFECTANT CLEANER 500 ML,EA,500.0,1,SINGLE_UNIT,20.0,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCBTHD0050135,VOOKI DISINFECTANT CLEANER 50LITERS,VOOKI DISINFECTANT CLEANER 50LITERS,EA,50000.0,1,SINGLE_UNIT,,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCBTHD0005133,VOOKI DISINFECTANT CLEANER 5LITERS,VOOKI DISINFECTANT CLEANER 5LITERS,EA,5000.0,1,SINGLE_UNIT,,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCBTHD05BIAL1,VOOKI DISINFECTANT L15 - 5 LITERS,VOOKI DISINFECTANT L15 - 5 LITERS,EA,5000.0,1,SINGLE_UNIT,,Disinfectant,DISINFECTANT-NPD,,1,NPD
SVMPCL15BTHD0126,VOOKI DISINFECTANT L15 - SAMPLE,VOOKI DISINFECTANT L15 - SAMPLE,EA,,1,SINGLE_UNIT,,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCBTHD0200143,VOOKI DISINFECTANT L15 200LITERS,VOOKI DISINFECTANT L15 200LITERS,EA,200000.0,1,SINGLE_UNIT,,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCBTHD0025141,VOOKI DISINFECTANT L15 25LITERS,VOOKI DISINFECTANT L15 25LITERS,EA,25000.0,1,SINGLE_UNIT,,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCBTHD0050142,VOOKI DISINFECTANT L15 50LITERS,VOOKI DISINFECTANT L15 50LITERS,EA,50000.0,1,SINGLE_UNIT,,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCBTHD0005140,VOOKI DISINFECTANT L15 5LITERS,VOOKI DISINFECTANT L15 5LITERS,EA,5000.0,1,SINGLE_UNIT,,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCBTHD0025146,VOOKI DISINFECTANT L30 25LITERS,VOOKI DISINFECTANT L30 25LITERS,EA,25000.0,1,SINGLE_UNIT,,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCBTHD0005145,VOOKI DISINFECTANT L30 5LITERS,VOOKI DISINFECTANT L30 5LITERS,EA,5000.0,1,SINGLE_UNIT,,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCBTHDD500185,VOOKI GERM SHIELD 500 ML,VOOKI GERM SHIELD 500 ML,EA,500.0,1,SINGLE_UNIT,20.0,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCBTHD0035138,VOOKI GUARD P60 35LITERS,VOOKI GUARD P60 35LITERS,EA,35000.0,1,SINGLE_UNIT,,Disinfectant,DISINFECTANT-NPD,,1,NPD
MVMPCBTHD0005149,VOOKI GUARD P60 5LITERS,VOOKI GUARD P60 5LITERS,EA,5000.0,1,SINGLE_UNIT,,Disinfectant P60,DISINFECTANT P60 - NPD,,1,NPD
MVECCBULK0000188,VOOKI ELECTRONIC COMPONENT CLEANER,VOOKI ELECTRONIC COMPONENT CLEANER,L,,1,BULK,,Electronic Component Cleaner,ELECTRONIC COMPONENT CLEANER - NPD,,1,NPD
MVECCBTPTD100001,VOOKI ELECTRONIC COMPONENT CLEANER 100ML,VOOKI ELECTRONIC COMPONENT CLEANER 100ML,EA,100.0,1,SINGLE_UNIT,20.0,Electronic Component Cleaner,ELECTRONIC COMPONENT CLEANER - NPD,,1,NPD
MVECCCB20D500004,VOOKI ELECTRONIC COMPONENT CLEANER 20 X 500ML,VOOKI ELECTRONIC COMPONENT CLEANER 20 X 500ML,BOX,500.0,20,CASE,20.0,Electronic Component Cleaner,ELECTRONIC COMPONENT CLEANER - NPD,,1,NPD
MVECCBTPT0005189,VOOKI ELECTRONIC COMPONENT CLEANER 5 LITER,VOOKI ELECTRONIC COMPONENT CLEANER 5 LITER,EA,5000.0,1,SINGLE_UNIT,,Electronic Component Cleaner,ELECTRONIC COMPONENT CLEANER - NPD,,1,NPD
MVECCBTPTD500003,VOOKI ELECTRONIC COMPONENT CLEANER 500ML,VOOKI ELECTRONIC COMPONENT CLEANER 500ML,EA,500.0,1,SINGLE_UNIT,20.0,Electronic Component Cleaner,ELECTRONIC COMPONENT CLEANER - NPD,,1,NPD
MVMPCBTHD0D50005,VOOKI SCREEN CLEANER 50ML,VOOKI SCREEN CLEANER 50ML,EA,50.0,1,SINGLE_UNIT,20.0,Electronic Component Cleaner,ELECTRONIC COMPONENT CLEANER - NPD,,1,NPD
MVMPCBULKD250043,VOOKI SILVERLINES DESCALER,VOOKI SILVERLINES DESCALER,EA,,1,SINGLE_UNIT,,Floor Cleaner,FLOOR CLEANER - NPD,,1,NPD
MVMPCBULKD250042,VOOKI SILVERLINES FLOOR CLEANER,VOOKI SILVERLINES FLOOR CLEANER,EA,,1,SINGLE_UNIT,,Floor Cleaner,FLOOR CLEANER - NPD,,1,NPD
MVMPCHDBR0210550,VOOKI FLOOR&SURFACE CLEANER 210L,VOOKI FLOOR&SURFACE CLEANER 210L,EA,210000.0,1,SINGLE_UNIT,,Floor+Surface Cleaner,FLOOR+SURFACE CLEANER - NPD,,1,NPD
MVMPCBTHDD500192,VOOKI FLOOR&SURFACE CLEANER 500ML,VOOKI FLOOR&SURFACE CLEANER 500ML,EA,500.0,1,SINGLE_UNIT,20.0,Floor+Surface Cleaner,FLOOR+SURFACE CLEANER - NPD,,1,NPD
MVMPCBULKD250057,VOOKI FLOOR+SURFACE CLEANER,VOOKI FLOOR+SURFACE CLEANER,L,,1,BULK,,Floor+Surface Cleaner,FLOOR+SURFACE CLEANER - NPD,,1,NPD
MDBULKVOFSC00006,VOOKI FLOOR+SURFACE CLEANER,VOOKI FLOOR+SURFACE CLEANER,EA,,1,SINGLE_UNIT,,Floor+Surface Cleaner,VOOKI FLOOR+SURFACE CLEANER - NPD,,1,NPD
MVMPCBTHD0100087,VOOKI FLOOR+SURFACE CLEANER 100ML,VOOKI FLOOR+SURFACE CLEANER 100ML,EA,100.0,1,SINGLE_UNIT,20.0,Floor+Surface Cleaner,FLOOR+SURFACE CLEANER - NPD,,1,NPD
MVMPCCB20D500011,VOOKI FLOOR+SURFACE CLEANER 20 X 500ML,VOOKI FLOOR+SURFACE CLEANER 20 X 500ML,BOX,500.0,20,CASE,20.0,Floor+Surface Cleaner,VOOKI FLOOR+SURFACE CLEANER - NPD,,2,NPD
MVMPCBTHDD250012,VOOKI FLOOR+SURFACE CLEANER 250ML,VOOKI FLOOR+SURFACE CLEANER 250ML,EA,250.0,1,SINGLE_UNIT,20.0,Floor+Surface Cleaner,FLOOR+SURFACE CLEANER - NPD,,1,NPD
MDRNAN250VOFC012,VOOKI FLOOR+SURFACE CLEANER 250ML,VOOKI FLOOR+SURFACE CLEANER 250ML,EA,250.0,1,SINGLE_UNIT,20.0,Floor+Surface Cleaner,FLOOR+SURFACE CLEANER - NPD,,1,NPD
MVMPCBTHD0025150,VOOKI FLOOR+SURFACE CLEANER 25LITERS,VOOKI FLOOR+SURFACE CLEANER 25LITERS,EA,25000.0,1,SINGLE_UNIT,,Floor+Surface Cleaner,VOOKI FLOOR+SURFACE CLEANER - NPD,,1,NPD
MVMPCBTHDD500013,VOOKI FLOOR+SURFACE CLEANER 500ML,VOOKI FLOOR+SURFACE CLEANER 500ML,EA,500.0,1,SINGLE_UNIT,20.0,Floor+Surface Cleaner,FLOOR+SURFACE CLEANER - NPD,,2,NPD
MVMPCBTHD0005164,VOOKI FLOOR+SURFACE CLEANER 5LITERS,VOOKI FLOOR+SURFACE CLEANER 5LITERS,EA,5000.0,1,SINGLE_UNIT,,Floor+Surface Cleaner,FLOOR+SURFACE CLEANER - NPD,,2,NPD
MVMPCBULKD250060,VOOKI GLASS+SMOOTH SURFACE CLEANER,VOOKI GLASS+SMOOTH SURFACE CLEANER,L,,1,BULK,,Floor+Surface Cleaner,VOOKI FLOOR+SURFACE CLEANER - NPD,Glass+Smooth Surface Cleaner,2,NPD
MVMPCBULKD250059,VOOKI TOILET BOWL CLEANER,VOOKI TOILET BOWL CLEANER,L,,1,BULK,,Floor+Surface Cleaner,VOOKI FLOOR+SURFACE CLEANER - NPD,Toilet Bowl Cleaner,2,NPD
MVBXOCB00NA00004,VOOKI GIFT BOX - HANDWASH LIQUID 450ML,VOOKI GIFT BOX - HANDWASH LIQUID 450ML,EA,450.0,1,SINGLE_UNIT,20.0,Gift Box,GIFT BOX,,1,NPD
MVBXOCB00NA00002,VOOKI GIFT BOX - PREMIUM,VOOKI GIFT BOX - PREMIUM,EA,,1,SINGLE_UNIT,,Gift Box,GIFT BOX,,1,NPD
MVMPCBTHDD100017,VOOKI GLASS+SMOOTH SURFACE CLEANER 100ML,VOOKI GLASS+SMOOTH SURFACE CLEANER 100ML,EA,100.0,1,SINGLE_UNIT,20.0,Glass+Smooth Surface Cleaner,GLASS+SMOOTH SURFACE CLEANER - NPD,,1,NPD
MVMPCCB20D500003,VOOKI GLASS+SMOOTH SURFACE CLEANER 20 X 500ML,VOOKI GLASS+SMOOTH SURFACE CLEANER 20 X 500ML,BOX,500.0,20,CASE,20.0,Glass+Smooth Surface Cleaner,GLASS+SMOOTH SURFACE CLEANER - NPD,,1,NPD
MVMPCBTHD0210076,VOOKI GLASS+SMOOTH SURFACE CLEANER 210LITERS,VOOKI GLASS+SMOOTH SURFACE CLEANER 210LITERS,EA,210000.0,1,SINGLE_UNIT,,Glass+Smooth Surface Cleaner,GLASS+SMOOTH SURFACE CLEANER - NPD,,1,NPD
MVMPCBTHDD250010,VOOKI GLASS+SMOOTH SURFACE CLEANER 250ML,VOOKI GLASS+SMOOTH SURFACE CLEANER 250ML,EA,250.0,1,SINGLE_UNIT,20.0,Glass+Smooth Surface Cleaner,GLASS+SMOOTH SURFACE CLEANER - NPD,,1,NPD
MDRNAN250VOGC010,VOOKI GLASS+SMOOTH SURFACE CLEANER 250ML,VOOKI GLASS+SMOOTH SURFACE CLEANER 250ML,EA,250.0,1,SINGLE_UNIT,20.0,Glass+Smooth Surface Cleaner,GLASS+SMOOTH SURFACE CLEANER - NPD,,1,NPD
MVMPCBTHDD500011,VOOKI GLASS+SMOOTH SURFACE CLEANER 500ML,VOOKI GLASS+SMOOTH SURFACE CLEANER 500ML,EA,500.0,1,SINGLE_UNIT,20.0,Glass+Smooth Surface Cleaner,GLASS+SMOOTH SURFACE CLEANER - NPD,,1,NPD
MVMPCBTHD0005165,VOOKI GLASS+SMOOTH SURFACE CLEANER 5LITERS,VOOKI GLASS+SMOOTH SURFACE CLEANER 5LITERS,EA,5000.0,1,SINGLE_UNIT,,Glass+Smooth Surface Cleaner,GLASS+SMOOTH SURFACE CLEANER - NPD,,2,NPD
MVMPCBTHD0050120,VOOKI GLASS+SMOOTH SURFACE CLEANER 50LITERS,VOOKI GLASS+SMOOTH SURFACE CLEANER 50LITERS,EA,50000.0,1,SINGLE_UNIT,,Glass+Surface Cleaner,GLASS+SURFACE CLEANER - NPD,,1,NPD
MVMPCBTHDD100160,PURE CHEMS ISO PROPYL ALCOHOL 99.9% 100ML,PURE CHEMS ISO PROPYL ALCOHOL 99.9% 100ML,EA,100.0,1,SINGLE_UNIT,20.0,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCBTHDD500042,PURE CHEMS ISO PROPYL ALCOHOL 99.9% 500ML,PURE CHEMS ISO PROPYL ALCOHOL 99.9% 500ML,EA,500.0,1,SINGLE_UNIT,20.0,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCBULKD250153,VOOKI E HAND SANITIZER,VOOKI E HAND SANITIZER,L,,1,BULK,,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCCB20D500010,VOOKI E HAND SANITIZER 20 X 500ML (PUMP),VOOKI E HAND SANITIZER 20 X 500ML (PUMP),BOX,500.0,20,CASE,20.0,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCBULK0200157,VOOKI E HAND SANITIZER 200LITERS,VOOKI E HAND SANITIZER 200LITERS,L,200000.0,1,BULK,,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCCB45D200002,VOOKI E HAND SANITIZER 48 X 200ML (SPRAY),VOOKI E HAND SANITIZER 48 X 200ML (SPRAY),BOX,200.0,48,MULTIPACK_SAME_ITEM,20.0,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCBTHDD500156,VOOKI E HAND SANITIZER 500ML (FLIP),VOOKI E HAND SANITIZER 500ML (FLIP),EA,500.0,1,SINGLE_UNIT,20.0,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCBTHD0005154,VOOKI E HAND SANITIZER 5LITERS,VOOKI E HAND SANITIZER 5LITERS,EA,5000.0,1,SINGLE_UNIT,,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCBTHD0005163,VOOKI E HAND SANITIZER BLUE TINTED 5 LITERS,VOOKI E HAND SANITIZER BLUE TINTED 5 LITERS,EA,5000.0,1,SINGLE_UNIT,,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCCB20D500005,VOOKI HAND SANITIZER 20 X 500ML (SPRAY),VOOKI HAND SANITIZER 20 X 500ML (SPRAY),BOX,500.0,20,CASE,20.0,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCBTHD0200129,VOOKI HAND SANITIZER 200LITERS,VOOKI HAND SANITIZER 200LITERS,EA,200000.0,1,SINGLE_UNIT,,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCBTSPD200132,VOOKI HAND SANITIZER 200ML (SPRAY),VOOKI HAND SANITIZER 200ML (SPRAY),EA,200.0,1,SINGLE_UNIT,20.0,Hand Sanitizer,HAND SANITIZER - NPD,Silverlines Scale Remover,2,NPD
MVMPCCB45D200001,VOOKI HAND SANITIZER 45 X 200ML (SPRAY),VOOKI HAND SANITIZER 45 X 200ML (SPRAY),BOX,200.0,45,MULTIPACK_SAME_ITEM,20.0,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCBTHD0050130,VOOKI HAND SANITIZER 50 LITERS,VOOKI HAND SANITIZER 50 LITERS,EA,50000.0,1,SINGLE_UNIT,,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCBTHDD500128,VOOKI HAND SANITIZER 500ML(FLIP),VOOKI HAND SANITIZER 500ML(FLIP),EA,500.0,1,SINGLE_UNIT,20.0,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCBTHD0050126,VOOKI HAND SANITIZER 5LITERS,VOOKI HAND SANITIZER 5LITERS,EA,5000.0,1,SINGLE_UNIT,,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCBTHD0005126,VOOKI HAND SANITIZER 5LITERS,VOOKI HAND SANITIZER 5LITERS,EA,5000.0,1,SINGLE_UNIT,,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCBTHDG005127,VOOKI HAND SANITIZER GEL 5LITERS,VOOKI HAND SANITIZER GEL 5LITERS,EA,5000.0,1,SINGLE_UNIT,,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCTU00GD60128,VOOKI HAND SANITIZER GEL 60ML,VOOKI HAND SANITIZER GEL 60ML,EA,60.0,1,SINGLE_UNIT,20.0,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCCB80D060028,VOOKI HAND SANITIZER GEL 80 X 60ML,VOOKI HAND SANITIZER GEL 80 X 60ML,BOX,60.0,80,MULTIPACK_SAME_ITEM,20.0,Hand Sanitizer,HAND SANITIZER - NPD,,1,NPD
MVMPCBTHDD405001,VOOKI LUXURY HADNWASH BUDS & BERRIES [FOAM] 405ML,VOOKI LUXURY HADNWASH BUDS & BERRIES [FOAM] 405ML,EA,405.0,1,SINGLE_UNIT,20.0,Hand Wash,HAND WASH - NPD,,1,NPD
MVMPCBTHDD405004,VOOKI LUXURY HADNWASH WHIMSICAL WONDER 405ML,VOOKI LUXURY HADNWASH WHIMSICAL WONDER 405ML,EA,405.0,1,SINGLE_UNIT,20.0,Hand Wash,HAND WASH - NPD,,1,NPD
MVMPCCP02D405004,VOOKI LUXURY HANDWASH PEACH & PLUM + TROPICAL BREEZE [GEL] COMBO PACK OF 2 X 405ML,VOOKI LUXURY HANDWASH PEACH & PLUM + TROPICAL BREEZE [GEL] COMBO PACK OF 2 X 405ML,BOX,405.0,2,MULTIPACK_SAME_ITEM,20.0,Hand Wash,HAND WASH - NPD,,1,NPD
MVMPCCB20D405001,VOOKI LUXURY HANDWASH PEACH & PLUM [FOAM] 20 X 405ML,VOOKI LUXURY HANDWASH PEACH & PLUM [FOAM] 20 X 405ML,BOX,405.0,20,CASE,20.0,Hand Wash,HAND WASH - NPD,,1,NPD
MVMPCBTHDD405002,VOOKI LUXURY HANDWASH PEACH & PLUM [FOAM] 405ML,VOOKI LUXURY HANDWASH PEACH & PLUM [FOAM] 405ML,EA,405.0,1,SINGLE_UNIT,20.0,Hand Wash,HAND WASH - NPD,,1,NPD
MVMPCBTHDD405003,VOOKI LUXURY HANDWASH TROPICAL BREEZE [GEL] 405ML,VOOKI LUXURY HANDWASH TROPICAL BREEZE [GEL] 405ML,EA,405.0,1,SINGLE_UNIT,20.0,Hand Wash,HAND WASH - NPD,,1,NPD
MVMPCBTHD0050118,VOOKI HARD STAINS SPARY+WIPE 50LITERS,VOOKI HARD STAINS SPARY+WIPE 50LITERS,EA,50000.0,1,SINGLE_UNIT,,Hard Stains Spray+Wipe,VOOKI HARD STAINS SPRAY+WIPE - NPD,,1,NPD
MVMPCBULKD250058,VOOKI HARD STAINS SPRAY+WIPE,VOOKI HARD STAINS SPRAY+WIPE,L,,1,BULK,,Hard Stains Spray+Wipe,HARD STAINS SPRAY+WIPE - NPD,Floor+Surface Cleaner,2,NPD
MVMPCBTHDD100014,VOOKI HARD STAINS SPRAY+WIPE 100ML,VOOKI HARD STAINS SPRAY+WIPE 100ML,EA,100.0,1,SINGLE_UNIT,20.0,Hard Stains Spray+Wipe,HARD STAINS SPRAY+WIPE - NPD,,1,NPD
MVMPCCB02D500001,VOOKI HARD STAINS SPRAY+WIPE 2 X 500ML,VOOKI HARD STAINS SPRAY+WIPE 2 X 500ML,BOX,500.0,2,MULTIPACK_SAME_ITEM,20.0,Hard Stains Spray+Wipe,HARD STAINS SPRAY+WIPE - NPD,,1,NPD
MVMPCCB20D500012,VOOKI HARD STAINS SPRAY+WIPE 20 X 500ML,VOOKI HARD STAINS SPRAY+WIPE 20 X 500ML,BOX,500.0,20,CASE,20.0,Hard Stains Spray+Wipe,VOOKI HARD STAINS SPRAY+WIPE - NPD,,2,NPD
MVMPCHDBR0210094,VOOKI HARD STAINS SPRAY+WIPE 210LITERS,VOOKI HARD STAINS SPRAY+WIPE 210LITERS,EA,210000.0,1,SINGLE_UNIT,,Hard Stains Spray+Wipe,HARD STAINS SPRAY+WIPE - NPD,,1,NPD
MDRNAN210VOHS028,VOOKI HARD STAINS SPRAY+WIPE 210LITERS,VOOKI HARD STAINS SPRAY+WIPE 210LITERS,EA,210000.0,1,SINGLE_UNIT,,Hard Stains Spray+Wipe,HARD STAINS SPRAY+WIPE - NPD,,1,NPD
MVMPCBTHDD250014,VOOKI HARD STAINS SPRAY+WIPE 250ML,VOOKI HARD STAINS SPRAY+WIPE 250ML,EA,250.0,1,SINGLE_UNIT,20.0,Hard Stains Spray+Wipe,HARD STAINS SPRAY+WIPE - NPD,,2,NPD
MVMPCBTHDD500009,VOOKI HARD STAINS SPRAY+WIPE 500ML,VOOKI HARD STAINS SPRAY+WIPE 500ML,EA,500.0,1,SINGLE_UNIT,20.0,Hard Stains Spray+Wipe,HARD STAINS SPRAY+WIPE - NPD,,2,NPD
MVMPCBTHD0005167,VOOKI HARD STAINS SPRAY+WIPE 5LITERS,VOOKI HARD STAINS SPRAY+WIPE 5LITERS,EA,5000.0,1,SINGLE_UNIT,,Hard Stains Spray+Wipe,HARD STAINS SPRAY+WIPE - NPD,,2,NPD
MVMPCBTHD0001015,VOOKI SILVERLINE PURE AUTO RINSE 1 LITER,VOOKI SILVERLINE PURE AUTO  RINSE 1 LITER,EA,1000.0,1,SINGLE_UNIT,20.0,Kitchen,VOOKI KITCHEN,,1,NPD
MVMPCBTHD0025192,VOOKI SILVERLINE PURE AUTO RINSE 25 LITERS,VOOKI SILVERLINE PURE AUTO  RINSE 25 LITERS,EA,25000.0,1,SINGLE_UNIT,,Kitchen,VOOKI KITCHEN,,1,NPD
MVMPCBTHD0001016,VOOKI SILVERLINE PURE AUTO WASH 1 LITER,VOOKI SILVERLINE PURE AUTO  WASH 1 LITER,EA,1000.0,1,SINGLE_UNIT,20.0,Kitchen,VOOKI KITCHEN,,1,NPD
MVMPCBTHD0025193,VOOKI SILVERLINE PURE AUTO WASH 25 LITERS,VOOKI SILVERLINE PURE AUTO  WASH 25 LITERS,EA,25000.0,1,SINGLE_UNIT,,Kitchen,VOOKI KITCHEN,,1,NPD
MVMPCBTHD0001012,VOOKI SILVERLINE PURE CITRUS MULTI (FLR & DISH) 1 LITER,VOOKI SILVERLINE PURE CITRUS  MULTI (FLR & DISH) 1 LITER,EA,1000.0,1,SINGLE_UNIT,20.0,Kitchen,VOOKI KITCHEN,,1,NPD
MVMPCBTHD0005212,VOOKI SILVERLINE PURE CITRUS MULTI (FLR & DISH) 5 LITERS,VOOKI SILVERLINE PURE CITRUS  MULTI (FLR & DISH) 5 LITERS,EA,5000.0,1,SINGLE_UNIT,,Kitchen,VOOKI KITCHEN,,1,NPD
MVMPCBTHD0005213,VOOKI SILVERLINE PURE DRAIN 5 LITERS,VOOKI SILVERLINE PURE DRAIN 5 LITERS,EA,5000.0,1,SINGLE_UNIT,,Kitchen,VOOKI KITCHEN,,1,NPD
MVMPCBTHD0001014,VOOKI SILVERLINE PURE HEAVY GRILL & OVEN CLEAN 1 LITER,VOOKI SILVERLINE PURE HEAVY GRILL & OVEN CLEAN 1 LITER,EA,1000.0,1,SINGLE_UNIT,20.0,Kitchen,VOOKI KITCHEN,,1,NPD
MVMPCBTHD0001013,VOOKI SILVERLINE PURE HEAVY TAWA CLEAN 1 LITER,VOOKI SILVERLINE PURE HEAVY TAWA CLEAN 1 LITER,EA,1000.0,1,SINGLE_UNIT,20.0,Kitchen,VOOKI KITCHEN,,1,NPD
MVMPCBTHD0005211,VOOKI SILVERLINE PURE HEAVY TAWA CLEAN 5 LITERS,VOOKI SILVERLINE PURE HEAVY TAWA CLEAN 5 LITERS,EA,5000.0,1,SINGLE_UNIT,,Kitchen,VOOKI KITCHEN,,1,NPD
MVMPCBULK0000209,VOOKI BIOSENSE LAUNDRY DETERGENT,VOOKI BIOSENSE LAUNDRY DETERGENT,L,,1,BULK,,Laundry,VOOKI LAUNDRY,,1,NPD
MVMPCSPPL1D45001,VOOKI BIOSENSE LAUNDRY DETERGENT 1.45L - REFILL POUCH,VOOKI BIOSENSE LAUNDRY DETERGENT 1.45L - Refill Pouch,EA,1450.0,1,SINGLE_UNIT,8.0,Laundry,VOOKI LAUNDRY,,1,NPD
MVMPCHDBR0200206,VOOKI BIOSENSE LAUNDRY DETERGENT 200 LITERS,VOOKI BIOSENSE LAUNDRY DETERGENT 200 LITERS,EA,200000.0,1,SINGLE_UNIT,,Laundry,VOOKI LAUNDRY,,1,NPD
MVMPCBTHDD405005,VOOKI BIOSENSE LAUNDRY DETERGENT 405ML,VOOKI BIOSENSE LAUNDRY DETERGENT 405ML,EA,405.0,1,SINGLE_UNIT,20.0,Laundry,VOOKI LAUNDRY,,1,NPD
MVMPCBTHDD801001,VOOKI BIOSENSE LAUNDRY DETERGENT 801ML,VOOKI BIOSENSE LAUNDRY DETERGENT 801ML,EA,801.0,1,SINGLE_UNIT,20.0,Laundry,VOOKI LAUNDRY,,1,NPD
