job,org,fg,cat,grp,outq,uom,lot,d,n_rm,val,file
131061,POI - Alathur MFG,MWECBULK00000109,Performance Chemicals,Water Treatment Chemical,3900.0,KG,131061,2026-05-18,5,365442.14,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
133481,PSM - Thervoykandigai MFG,TDBNAX000PUSY012,General Chemicals,GC2,1741.0,KG,"133481 BJ PPS26060754, 133481 BJ PPS26070788",2026-07-06,1,359065.43,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133941,POI - Alathur MFG,MVMPCBULKD250058,NPD,Vooki Division,5883.3,L,"133941 POI26071389, 133941 POI26071391",2026-07-16,13,357513.95999999996,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
131784,PSM - Thervoykandigai MFG,MGCMSX000PUAD032,General Chemicals,GC2,2005.0,KG,131784 BJ PPS26050616,2026-06-01,1,356050.6,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
128357,PSM - Thervoykandigai MFG,MGCNAX000PUSY105,General Chemicals,GC2,2788.0,KG,128357 BJ PPS26030360,2026-04-02,7,355200.74,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
152774,PSM - Thervoykandigai MFG,MLUPBULK00000459,Performance Chemicals,Speciality Chemicals Division,2990.0,KG,152774 PPS26070807,2026-07-22,9,348462.7,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
129337,POI - Alathur MFG,MCPCBULK00000030,Performance Chemicals,PNC Division,1990.8,KG,129337 POI26040682,2026-04-27,6,345561.88,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
141760,PSM - Thervoykandigai MFG,MTPRBULK00000040,Performance Chemicals,Textile & Paper Division,3000.0,KG,141760 PPS26060753,2026-07-20,8,341023.61,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
128462,PSM - Thervoykandigai MFG,MTFCBULK00000105,Performance Chemicals,Textile & Paper Division,6000.0,KG,128462 BJ PPS26050633,2026-04-04,7,340333.66000000003,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
130979,PSM - Thervoykandigai MFG,MTFCBULK00000109,Performance Chemicals,Textile & Paper Division,2000.0,KG,130979 BJ PPS26060760,2026-05-15,3,329155.27999999997,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
128272,PSM - Thervoykandigai MFG,MVMPCBULK0000204,NPD,Vooki Division,4830.0,L,128272 BJ PPS26040405,2026-04-01,12,325939.75,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
133328,PSM - Thervoykandigai MFG,MTPRBULK00000093,Performance Chemicals,Textile & Paper Division,2500.0,KG,133328 BJ PPS26060692,2026-07-02,3,321749.42,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
128784,PSM - Thervoykandigai MFG,MVMPCBULK0000204,NPD,Vooki Division,4756.88,L,128784 BJ PPS26040413,2026-04-11,12,317672.16000000003,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
133339,POI - Alathur MFG,MOHSBULK00000017,Performance Chemicals,Speciality Chemicals Division,2318.0,KG,133339 POI26071189,2026-07-03,2,313005.37,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
129507,POI - Alathur MFG,MVMPCBULKD250058,NPD,Vooki Division,1000.0,L,129510  POI26040810,2026-04-30,13,297497.72000000003,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
134030,PSM - Thervoykandigai MFG,MTPRBULK00000146,Performance Chemicals,Textile & Paper Division,1684.0,KG,"134030 BJ PPS26070801, 134030 BJ PPS26070860",2026-07-17,3,295659.1,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
157938,POI - Alathur MFG,MCPCBULK00000200,Performance Chemicals,PNC Division,1477.0,KG,157938 POI26081514,2026-07-30,4,295637.35000000003,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
128647,POI - Alathur MFG,MVMPCBULKD250058,NPD,Vooki Division,5890.2,L,"128647 POI26040731, 128647 POI26040733",2026-04-08,13,293688.04,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
131864,PSM - Thervoykandigai MFG,MTPRBULK00000231,Performance Chemicals,Textile & Paper Division,1900.0,KG,131864 BJ PPS26070668,2026-06-02,9,289136.14999999997,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
131629,POI - Alathur MFG,MVMPCBULK0000209,NPD,Vooki Division,2394.2,L,131629 POI26050691,2026-05-29,4,286402.47,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
158399,POI - Alathur MFG,MOHSBULK00000017,Performance Chemicals,Speciality Chemicals Division,1912.5,KG,158399 POI26081441,2026-08-10,2,283046.42,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
158044,POI - Alathur MFG,MLUPBULK00000174,Performance Chemicals,LMA Division,2998.7,L,158044 POI26071504,2026-08-01,8,269408.78,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
157840,POI - Alathur MFG,MLUPBULK00000174,Performance Chemicals,LMA Division,3048.0,L,157840 POI26071503,2026-07-28,8,269038.46,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
128546,POI - Alathur MFG,MLUPBULK00000172,Performance Chemicals,LMA Division,2785.6,L,128546 POI26040597,2026-04-06,8,267729.89,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
158165,PSM - Thervoykandigai MFG,MVMPCBULKD250065,NPD,Vooki Division,4684.42,L,158165 PPS26080948,2026-08-04,11,266739.79000000004,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
157781,PSM - Thervoykandigai MFG,MVMPCBULKD250065,NPD,Vooki Division,4680.65,L,157781 BJ PPS26070916,2026-07-27,11,265346.18,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
157968,PSM - Thervoykandigai MFG,MTFCBULK00000143,Performance Chemicals,Textile & Paper Division,3000.0,KG,157968 BJ PPS26070934,2026-07-30,3,261897.09,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
158293,POI - Alathur MFG,MVMPCBULK0000209,NPD,Vooki Division,2400.0,L,158293 POI26081552,2026-08-06,33,261580.9,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
128636,POI - Alathur MFG,MLUPBULK00000172,Performance Chemicals,LMA Division,2704.4,L,128636 POI26040596,2026-04-08,8,259887.98,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
133759,PSM - Thervoykandigai MFG,MTPRBULK00000093,Performance Chemicals,Textile & Paper Division,2000.0,KG,133759 BJ PPS26070800,2026-07-13,3,257526.21000000002,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
129607,POI - Alathur MFG,MCPCBULK00000261,Performance Chemicals,PNC Division,867.5,KG,129607 POI26050823,2026-05-04,1,254649.34,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
128237,POI - Alathur MFG,MVMPCBULK0000209,NPD,Vooki Division,2419.2,L,128237 POI26030498,2026-04-01,38,248578.65,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
131293,PSM - Thervoykandigai MFG,MTDABULK00000053,Performance Chemicals,Textile & Paper Division,6000.0,KG,131293 BJ PPS26050558,2026-05-22,5,245594.99,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
158042,POI - Alathur MFG,TD10BULK00000235,Performance Chemicals,Raw  Material,998.0,KG,"158042 POI26081524, 158042 POI26081535",2026-07-31,2,239710.65,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
128938,POI - Alathur MFG,MLUPBULK00000172,Performance Chemicals,LMA Division,2469.23,L,128938,2026-04-16,8,238202.6,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
128626,POI - Alathur MFG,MLUPBULK00000172,Performance Chemicals,LMA Division,2481.0,L,128626 POI26040664,2026-04-08,8,237932.41,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
151764,PSM - Thervoykandigai MFG,MLUPBULK00000854,Performance Chemicals,LMA Division,1997.0,L,151764 PPS26060765,2026-07-21,10,236598.17,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
157842,POI - Alathur MFG,MVMPCBKLK0000553,NPD,Vooki Division,1962.7,L,157842 POI26071118,2026-07-28,21,236560.25,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
131971,POI - Alathur MFG,MVMPCBULK0000209,NPD,Vooki Division,2429.0,L,131971 POI26050590,2026-06-04,36,234695.52,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
132741,PSM - Thervoykandigai MFG,MTFCBULK00000127,Performance Chemicals,Textile & Paper Division,3000.0,KG,132741 BJ PPS26060665,2026-06-20,6,234021.29,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
131082,POI - Alathur MFG,TD06BULK00000755,Performance Chemicals,Raw  Material,973.0,KG,"131082 POI26050903, 131082 POI26050904",2026-05-18,5,228371.30000000002,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
133956,PSM - Thervoykandigai MFG,MTPCBULK00000974,Performance Chemicals,Textile & Paper Division,1000.0,KG,133956 BJ PPS26070868,2026-07-16,1,225988.32,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
128273,PSM - Thervoykandigai MFG,MVMPCBULKD250065,NPD,Vooki Division,4675.04,L,128273 PPS26060682,2026-04-01,11,219143.79,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
131531,PSM - Thervoykandigai MFG,MVMPCBULKD250065,NPD,Vooki Division,4868.22,L,131531 BJ PPS26050611,2026-05-27,11,218998.75,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
129215,PSM - Thervoykandigai MFG,MVMPCBULKD250065,NPD,Vooki Division,4654.44,L,129215 BJ PPS26040453,2026-04-22,11,217637.7,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
132062,POI - Alathur MFG,MTPCBULK00000973,Performance Chemicals,Textile & Paper Division,750.0,KG,132062 POI26061094,2026-06-06,3,216840.62,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
131253,PSM - Thervoykandigai MFG,MTPRBULK00000156,Performance Chemicals,Textile & Paper Division,1000.0,KG,131253 BJ PPS26050585,2026-05-21,2,216273.1,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
152746,PSM - Thervoykandigai MFG,MTPRHDCB00050125,Performance Chemicals,Textile & Paper Division,-2000.0,KG,152746,2026-07-22,6,213207.54,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
128427,POI - Alathur MFG,MCPCBULK00000019,Performance Chemicals,PNC Division,995.0,KG,128427 POI26040613,2026-04-04,3,208860.35,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
132467,POI - Alathur MFG,MTPCHDCN00001542,Performance Chemicals,Textile & Paper Division,1029.0,KG,132467 POI26061116,2026-06-16,3,208384.75,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
133074,POI - Alathur MFG,MTPCHDCN00001542,Performance Chemicals,Textile & Paper Division,1045.0,KG,133074 POI26071258,2026-06-27,3,207660.90999999997,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
131510,PSM - Thervoykandigai MFG,MTPRBULK00000165,Performance Chemicals,Textile & Paper Division,2000.0,KG,"131510 BJ PPS26050602, 131510 BJ PPS26050603",2026-05-26,4,206882.47,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
157832,POI - Alathur MFG,MTPCHDCN00001542,Performance Chemicals,Textile & Paper Division,1006.0,KG,157832 POI26071458,2026-07-28,3,205135.28,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
133784,PSM - Thervoykandigai MFG,MTFCBULK00000086,Performance Chemicals,Textile & Paper Division,3000.0,KG,133784 BJ PPS26070806,2026-07-13,6,204551.23,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
142762,PSM - Thervoykandigai MFG,MTDABULK00000049,Performance Chemicals,Textile & Paper Division,3000.0,KG,142762,2026-07-20,4,203293.99,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
